Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BVT,Chrome 71.0.3578.98,,2019-02-15 13:30:07,2019-02-15 13:31:20,1m - 13.391s,FAILED
,,,,,,
Test Cases/TC_SmokeTest,Chrome 71.0.3578.98,,2019-02-15 13:30:08,2019-02-15 13:31:19,1m - 11.316s,FAILED
runWithCucumberRunner(common.CucumberPAFrunner),Chrome 71.0.3578.98,,2019-02-15 13:30:08,2019-02-15 13:31:19,1m - 10.536s,FAILED
