Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BVT,Chrome 71.0.3578.98,,2019-02-15 19:14:51,2019-02-15 19:16:26,1m - 34.745s,PASSED
,,,,,,
Test Cases/TC_SmokeTest,Chrome 71.0.3578.98,,2019-02-15 19:14:52,2019-02-15 19:16:26,1m - 34.232s,PASSED
runWithCucumberRunner(common.CucumberPAFrunner),Chrome 71.0.3578.98,,2019-02-15 19:14:52,2019-02-15 19:16:26,1m - 33.770s,PASSED
