Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BVT,Chrome 71.0.3578.98,,2019-02-06 12:43:12,2019-02-06 12:43:48,36.596s,PASSED
,,,,,,
Test Cases/TC_SmokeTest,Chrome 71.0.3578.98,,2019-02-06 12:43:12,2019-02-06 12:43:48,35.700s,PASSED
runWithCucumberRunner(common.CucumberPAFrunner),Chrome 71.0.3578.98,,2019-02-06 12:43:13,2019-02-06 12:43:48,35.146s,PASSED
