Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BVT,Chrome 71.0.3578.98,,2019-01-24 03:43:54,2019-01-24 03:44:56,1m - 1.971s,FAILED
,,,,,,
Test Cases/TC_SmokeTest,Chrome 71.0.3578.98,,2019-01-24 03:43:54,2019-01-24 03:44:55,1m - 0.301s,FAILED
runWithCucumberRunner(common.CucumberPAFrunner),Chrome 71.0.3578.98,,2019-01-24 03:43:55,2019-01-24 03:44:55,59.497s,FAILED
