Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BVT,Chrome 71.0.3578.98,,2019-02-06 12:38:30,2019-02-06 12:38:49,19.036s,FAILED
,,,,,,
Test Cases/TC_SmokeTest,Chrome 71.0.3578.98,,2019-02-06 12:38:30,2019-02-06 12:38:48,17.774s,FAILED
runWithCucumberRunner(common.CucumberPAFrunner),Chrome 71.0.3578.98,,2019-02-06 12:38:31,2019-02-06 12:38:48,17.185s,FAILED
