Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BVT,Chrome 71.0.3578.98,,2019-02-15 18:54:29,2019-02-15 18:55:45,1m - 15.917s,PASSED
,,,,,,
Test Cases/TC_SmokeTest,Chrome 71.0.3578.98,,2019-02-15 18:54:30,2019-02-15 18:55:45,1m - 15.400s,PASSED
runWithCucumberRunner(common.CucumberPAFrunner),Chrome 71.0.3578.98,,2019-02-15 18:54:30,2019-02-15 18:55:45,1m - 15.003s,PASSED
